Search_Keyword_for_job,URL,Job_Posted_Date,Position,Company,Job_Location,Job_Location_Type,Salary_Range,Job_Type,Job_Description
IT Project Manager,https://indeed.com/viewjob?jk=c997a0bdc0513554,7/24/2023,Project Manager  R&D - Wayne  NJ,Getinge,45 Barbour Pond Dr  Wayne  NJ 07470,,,,
IT Project Manager,https://indeed.com/viewjob?jk=1ae26886b3624b3f,7/23/2023,Senior Project Manager - Laboratory Software Systems Implementation (onsite),Thermo Fisher Scientific,Middleton  WI 53562,,,,      
IT Project Manager,https://indeed.com/viewjob?jk=1c380067d7da584f,7/25/2023,Project Manager,Intelliswift Software  Inc.,Columbus  OH,Remote,$53 - $55 an hour,Full-time,
IT Project Manager,https://indeed.com/viewjob?jk=c82528db36976d94,7/25/2023,Technical Project Manager III,Blue Origin,Florida,,$53 - $55 an hour,Full-time,  As part of a passionate and accomplished team  you will work at the intersection of program management  design engineering  manufacturing engineering  and integrated supply chain within our Lunar Spacecraft manufacturing facility. You will share in the team’s impact on all aspects of production and manufacturing  so relevant experience in those areas is highly desired. We are seeking a proactive  service-oriented individual with excellent oral  written  interpersonal  and analytics skills who can thrive in a fast-paced environment. You will be primarily responsible for managing the project scope of flight vehicle production for both internal and external customers. This includes developing  managing  and reporting on resource-loaded schedules  production budgets  staffing needs  program risk  and variances to the plan. You will work to increase the speed and efficiency of the program by supporting the timely delivery  quality  and transparency of data to support program business systems  scheduling tools  budget systems  and production planning tools.    In this role  you will be responsible for providing project leadership in support of Blue Origin’s Lunar Program initiatives. This role will follow the product from early concept development  through design reviews  and into production.    Blue Origin is looking for someone to apply their expertise  leadership skills  and commitment to quality to positively impact safe human spaceflight. This position will directly impact the history of space exploration and will require your dedicated commitment and detailed attention towards safe and repeatable spaceflight. So  passion for our mission and vision is required!    Responsibilities:    Qualifications:    Desired:    Don’t meet every single requirement? Studies have shown that some people are less likely to apply to jobs unless they meet every single desired qualification. At Blue Origin  we are dedicated to building a diverse  inclusive  and authentic workplace  so if you’re excited about this role but your past experience doesn’t align perfectly with every qualification in the job description  we encourage you to apply anyway. You may be just the right candidate for this or other roles.    Export Control Regulations    Applicants for employment at Blue Origin must be a U.S. citizen or national  U.S. permanent resident (i.e. current Green Card holder)  or lawfully admitted into the U.S. as a refugee or granted asylum.    Equal Employment Opportunity    Blue Origin is proud to be an Equal Opportunity/Affirmative Action Employer and is committed to attracting  retaining  and developing a highly qualified  diverse  and dedicated work force. Blue Origin hires and promotes people on the basis of their qualifications  performance  and abilities. We support the establishment and maintenance of a workplace that fosters trust  equality  and teamwork  in which all employees recognize and appreciate the diversity of individual team members. We provide all qualified applicants for employment and employees with equal opportunities for hire  promotion  and other terms and conditions of employment  regardless of their race  color  religion  gender  sexual orientation  gender identity  national origin/ethnicity  age  physical or mental disability  genetic factors  military/veteran status  or any other status or characteristic protected by federal  state  and/or local law. Blue Origin will consider for employment qualified applicants with criminal histories in a manner consistent with applicable federal  state  and local laws.    Blue Origin will consider for employment qualified applicants with criminal histories in a manner consistent with the Washington Fair Chance Act  Los Angeles Fair Chance in Hiring Ordinance  and other applicable laws.    Affirmative Action and Disability Accommodation    Applicants wishing to receive information on Blue Origin’s Affirmative Action Plans  or applicants requiring a reasonable accommodation in order to participate in the application and/or interview process  please contact us at   .    Benefits    Employee Benefits include: Medical  dental  vision  basic and supplemental life insurance  paid parental leave (must be employed at time of birth or adoption)  short and long-term disability  401(k) with a company match of up to 5%  and an Education Support Program available after 1 year of service.    Paid Time Off: Up to four (4) weeks per year based on weekly scheduled hours  and up to 14 company-paid holidays for all regular employees (including part-time)  fixed-term  and interns.    Discretionary bonus: Employees may be eligible for discretionary bonuses in addition to base pay. Bonuses are designed to reward individual contributions as well as allow employees to share in company results. 
IT Project Manager,https://indeed.com/viewjob?jk=1fb753c599a676de,7/25/2023,Senior Deployment Operations Project Manager,EOS IT Solutions,New York  NY,,$95 000 - $118 000 a year,Full-time, EOS IT Solutions is a Global Technology and Logistics company  providing Collaboration and Business IT Support services to some of the world’s largest industry leaders  delivering forward-thinking solutions based on multi-domain architecture. Customer satisfaction and commitment to superior quality of service are our top business priorities  along with investing in and supporting our partners and employees.  We are a true International IT provider and are proud to deliver our services through global simplicity with trusted transparency.   The Sr. Deployment Operations Project Manager is responsible for driving the full cycle of design  scheduling and deployment of collaborative VC Equipment in new or remodeled client offices. Equipment includes audio visual and video conferencing systems  digital wayfinding  production events spaces  specialty demo spaces and more. The Deployment Operations PM partners with facilities and IT to ensure the effective deployment of innovative spaces that help drive collaboration and communication. Deployment Operations PM’s work generally overlaps with and is heavily interdependent on construction work  and the Deployment Operations PM works to ensure ideal site conditions for the installed technology. Lastly  the project management component includes project leadership and being an Subject Matter Expert (SME)  planning  execution  control  financial responsibility and post-project review.        EOS is committed to creating a diverse and inclusive work environment and is proud to be an equal opportunity employer. We invite you to consider opportunities at EOS regardless of your gender; gender identity; gender reassignment; age; religious or similar philosophical belief; race; national origin; political opinion; sexual orientation; disability; marital or civil partnership status or other non-merit factor.
IT Project Manager,https://indeed.com/viewjob?jk=d648fb8f34554fd8,7/23/2023,Project Manager  Applied Analytics & Emerging Technology Lab (Limited Term),University of Notre Dame,400 Main Building  Notre Dame  IN 46556,,,,           
IT Project Manager,https://indeed.com/viewjob?jk=f6521a503f77e582,7/25/2023,Technical Project Manager,bp,Houston  TX,Hybrid remote,,, 
IT Project Manager,https://indeed.com/viewjob?jk=22b9b2e5ab8f2486,7/25/2023,Sr. Project Manager (Data Center),Gilbane Building Company,119 Nueces St  Austin  TX 78701,,,, Do you consider yourself to be a highly technical  strong communicator with the desire to work in a team environment on complex projects? Gilbane is seeking a Senior Project Manager to be responsible for the overall direction  completion  and financial outcome of a construction-management project; as well as mentoring multiple Project Managers and Engineers. This role will sit primarily on the job site  with occasional travel to the office for trainings  meetings  etc. As a Top-10 ENR Contractor  Gilbane is a family-owned business with 45 offices that has been shaping communities since 1870. Consistently recognized as one of the most reputable construction management firms in the country  Gilbane is committed to delivering projects safely and on-time. You will have the opportunity to build schools  labs  hospitals  corporate offices  sports arenas and more! We are dedicated to building a diverse  inclusive and authentic workplace  so if you’re excited about this role but your past experience doesn’t align perfectly with every qualification in the job description  we encourage you to apply anyway. You may be just the right candidate for this or other roles. You are a coach/leader who leads with an inclusive and empathetic mindset. You provide feedback and guidance to help others excel in their current or future roles. You determine priorities  delegate work  and effectively communicate progress. You establish measures to assess the impact  quality  and timeliness of results while praising successes and sharing lessons learned. You build high performing teams by attracting  engaging  developing  and retaining talented individuals through motivation and discipline to maximize impact on the organization and the individual. You leverage business insights by understanding industry trends  local market/economic conditions  and Gilbane’s business model to make critical decisions and create competitive advantage. You deploy a strategic mindset when considering solutions to long-term opportunities and risks that may develop in the future. Gilbane offers employees multi-dimensional training opportunities through a number of resources. While managing your responsibilities to the project  you will be able to enroll in trainings through our award-winning Gilbane University to build leadership and technical skills. In addition  you will work with an experienced team on each job site which provides you with opportunity to learn new industry skills every day. You will protect and promote the interests of both Gilbane and the client in all matters as well as demonstrating the personal characteristics of a developing leader.
IT Project Manager,https://indeed.com/viewjob?jk=28be5e5c22c04370,7/23/2023,Technical Project Manager- CAS Wireless & Edge (Remote),Collins Aerospace,Minnesota,Remote,,, The Enablement Products Engineering Team in CAS is seeking a Technical Project Manager (TPM) to lead the development of our Wireless and Edge Computing solutions. In this high visibility role  the TPM will be responsible for leading integrated product teams to develop new  advanced Connected Aviation smart products. The TPM will be responsible for the overall design and development of Wireless and Edge computing solutions in an Agile Environment. The ideal candidate will have prior experience with IoT product development and capable of driving tasks and medium to large-scale projects to completion on time and on budget. Employees who are working in Remote roles will work primarily offsite (from home). An employee may be expected to travel to the site location as needed. Collins Aerospace  a Raytheon Technologies company  is a leader in technologically advanced and intelligent solutions for the global aerospace and defense industry. Collins Aerospace has the capabilities  comprehensive portfolio  and expertise to solve customers’ toughest challenges and to meet the demands of a rapidly evolving global market. Our Connected Aviation Solutions team provides advanced information management systems  products and services that enable the connected ecosystem by bringing together Collins’ unique breadth of aviation  surface transportation and critical infrastructure products with our smart digital solutions to help us enhance every aspect of the end-to-end travel experience. We help airlines  airports  business aircraft and rail operators turn data into value to streamline operations  increase efficiency and reduce cost  enhance the passenger experience and contribute to sustainable flight. By combining the best networks  connectivity and data/analytics solutions  we’re solving big problems for our customers and the world  while enhancing the security and connectivity of systems both on and off the aircraft  to help operators and passengers stay more connected and informed and create a more sustainable  efficient  reliable and enjoyable travel experience. Aviation connects the world. Our Connected Aviation Solutions team connects aviation. Sustainably. Seamlessly. Securely.. We believe a multitude of approaches and ideas enable us to deliver the best results for our workforce  workplace  and customers. We are committed to fostering a culture where all employees can share their passions and ideas so we can tackle the toughest challenges in our industry and pave new paths to limitless possibility. Employees who are working in Onsite roles will work primarily onsite. This includes all production and maintenance employees  as they are essential to the development of our products. Employees who are working in Hybrid roles will work regularly both onsite and offsite. Ratio of time working onsite will be determined in partnership with your leader. Employees who are working in Remote roles will work primarily offsite (from home). An employee may be expected to travel to the site location as needed. Regardless of your role type  collaboration and innovation are critical to our business and all employees will have access to digital tools so they can work with colleagues around the world – and access to Collins sites when their work requires in-person meetings. Some of our competitive benefits package includes: Nothing matters more to Collins Aerospace than our strong ethical and safety commitments. As such  all U.S. positions require a background check  which may include a drug screen. Note: At Collins  the paths we pave together lead to limitless possibility. And the bonds we form – with our customers and with each other - propel us all higher  again and again. Apply now and be part of the team that’s redefining aerospace  every day. Click on this link to read the Policy and Terms
IT Project Manager,https://indeed.com/viewjob?jk=f62bfe118abb20a9,7/23/2023,Sr Project Manager - Retail Business Services,Comerica Bank,Auburn Hills  MI 48326,,Full-time,Monday to Friday,                                          
Java Engineer,https://indeed.com/viewjob?jk=8b50b467859d193d,7/25/2023,Senior Software Engineer - Frontend/Java,Cotiviti,Remote,,$110 000 - $135 000 a year,Full-time, Cotiviti is a leading solutions and analytics company that leverages unparalleled clinical and financial datasets to deliver deep insight into the performance of the healthcare system. These insights uncover new opportunities for healthcare organizations to collaborate to improve their financial performance  reduce inefficiency  and improve healthcare quality. The Sr Software Engineer is primarily responsible for the support of the existing software applications and enhance software components deployed in the Cotiviti product suite. The successful candidate will be required to collaborate effectively with senior developers  offshore development team members  business owners  project management  and other internal stakeholders.
Java Engineer,https://indeed.com/viewjob?jk=01cdfe6e6303dcd7,7/25/2023,Backend Software Engineer  TikTok MultiMedia Data Platform,TikTok,Seattle  WA,,$110 000 - $135 000 a year,Full-time,Responsibilities TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles  New York  London  Paris  Berlin  Dubai  Singapore  Jakarta  Seoul and Tokyo.  Why Join Us At TikTok  our people are humble  intelligent  compassionate and creative. We create to inspire - for you  for us  and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest  never shying away from taking calculated risks and embracing ambiguity as it comes. Here  the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.  About the Team Our team's mission is to scalable  reliable  complicant and valuable data products to power the next generation player development  multimedia domain experience optimization and cost saving. We are looking for seasoned backend software engineers that have strong problem solving skills and coding skills to build and manage scalable  reliable systems. You will have the opportunity to partner closely with a globalized engineering and product teams in a high-impact and fast-paced environment.    Qualifications  TikTok is committed to creating an inclusive space where employees are valued for their skills  experiences  and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok  our mission is to inspire creativity and bring joy. To achieve that goal  we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.  TikTok is committed to providing reasonable accommodations in our recruitment processes for candidates with disabilities  pregnancy  sincerely held religious beliefs or other reasons protected by applicable laws. If you need assistance or a reasonable accommodation  please reach out to us at gprd.accommodations@tiktok.com. Job Information The base salary range for this position in the selected city is $129200 - $194750 annually.  ​  Compensation may vary outside of this range depending on a number of factors  including a candidate’s qualifications  skills  competencies and experience  and location. Base pay is one part of the Total Package that is provided to compensate and recognize employees for their work  and this role may be eligible for additional discretionary bonuses/incentives  and restricted stock units.  ​  At ByteDance/TikTok our benefits are designed to convey company culture and values  to create an efficient and inspiring work environment  and to support ByteDancers to give their best in both work and life. We offer the following benefits to eligible employees:  ​  We cover 100% premium coverage for employee medical insurance  approximately 75% premium coverage for dependents and offer a Health Savings Account(HSA) with a company match. As well as Dental  Vision  Short/Long term Disability  Basic Life  Voluntary Life and AD&D insurance plans. In addition to Flexible Spending Account(FSA) Options like Health Care  Limited Purpose and Dependent Care.  ​   10 paid holidays per year plus 17 days of Paid Personal Time Off(PPTO) (prorated upon hire and increased by tenure) and 10 paid sick days per year as well as 12 weeks of paid Parental leave and 8 weeks of paid Supplemental Disability.  ​  We also provide generous benefits like mental and emotional health benefits through our EAP and Lyra. A 401K company match  gym and cellphone service reimbursements. The Company reserves the right to modify or change these benefits programs at any time  with or without notice.
Java Engineer,https://indeed.com/viewjob?jk=aab974c052b3631c,7/25/2023,Full Stack Engineer - Digital Site Development,Costco Wholesale,4401 4TH AVE S  Seattle  WA 98134,,$107 500 - $137 500 a year,Weekends as needed,
Java Engineer,https://indeed.com/viewjob?jk=d302d5e90ffb43c0,7/25/2023,Entry Level Software Engineer,BAE Systems,100 Campus Rd # 1  Totowa  NJ 07512,,Estimated $68.6K - $86.8K a year,Full-time,
Java Engineer,https://indeed.com/viewjob?jk=13d3ea312b6c3dff,7/25/2023,Software Engineer - Application Operations (Remote),Home Depot / THD,Atlanta  GA 30301,Remote,Estimated $68.6K - $86.8K a year,Full-time,                                                                        
Java Engineer,https://indeed.com/viewjob?jk=d3287291cc177bd1,7/25/2023,IT Software Engineer - Remote,Mayo Clinic,Rochester  MN 55901,Remote,,, Mayo Clinic is seeking a Software Engineer to design and build back-end services that support our portfolio of data-centric clinical and analytic applications. These applications leverage cloud computing  big data  mobile  data science  data warehousing  machine learning using state of the art software development applications and frameworks. Our Software Engineers ensures that these cloud-based micro-services adhere to uptime and accuracy targets  are resilient  and scale as data volumes and traffic increase. They work closely with the data engineering  platform  and solutions teams to develop applications as required to benefit our practice and patients. Works closely with the Product Owners  Product Managers  Architects to translate requirements into code. Developing services around data warehousing  big data  cloud computing  business intelligence  analytics and machine learning. Participate in DevOps  Agile  continuous development and integration frameworks. Programming in high-level languages such as Go  Python  Java etc. Work on deployment automation/configuration management with tools including but not limited to ADO  Puppet  Chef or Ansible or Azure Pipelines  CloudFormation  Terraform following a DevOps model. Ensure all appropriate documentation of processes and source code is created and maintained. Communicate effectively with peers  leaders  and customers throughout the organization. Participate in expert level troubleshooting and resolve problems through root cause analysis  data and system investigation. Continues to build knowledge of the organization  processes and customers. Performs a range of mainly straightforward assignments. Uses prescribed guidelines or policies to analyze and resolve problems. Receives a moderate level of guidance and direction. Bachelor's Degree in Computer Science/Engineering or related field; Or an Associates’ degree in Computer Science/Engineering or related field with an additional 2 years of experience as described below.Authorization to work and remain in the United States  without necessity for Mayo Clinic sponsorship now  or in the future (for example  be a U.S. Citizen  national  or permanent resident  refugee  or asylee). Also  Mayo Clinic does not participate in the F-1 STEM OPT extension program.
Java Engineer,https://indeed.com/viewjob?jk=5157e1fe668b912b,7/25/2023,QA Engineer,Avenue Code,San Francisco  CA,Hybrid remote,,, A Avenue Code é líder em consultoria de software e focada em oferecer soluções de desenvolvimento de ponta a ponta para a transformação digital em todas as verticais de organizações de diferentes setores. Somos uma empresa privada  lucrativa e  há 15 anos  estamos em uma trajetória contínua de crescimento. Preocupamo-nos com nossos clientes  parceiros e nosso time global. Preferimos a palavra “parceiro” a “fornecedor” e nosso investimento em relacionamentos profissionais é um reflexo dessa filosofia. Temos orgulho de nossa perspicácia técnica  de nossa capacidade colaborativa na resolução de problemas e do profissionalismo de nosso time #OneAvenueCode.  As a QA Automation Engineer  you will play a critical role in ensuring the quality and success of our products and services by developing and maintaining automated testing solutions. You will work closely with the SEO team  partner teams  and other stakeholders to understand requirements  vet out acceptance criteria  and design comprehensive test plans. Additionally  your exceptional communication skills will be essential as you will be the face of the team  regularly providing updates on progress  deadlines  and any potential challenges to customers. #LI-Remote
Java Engineer,https://indeed.com/viewjob?jk=7c51783f7e824c0a,7/25/2023,Backend Software Engineer,Care Predict,Fort Lauderdale  FL,,Estimated $100K - $127K a year,Full-time,         
Java Engineer,https://indeed.com/viewjob?jk=8fe9c3ec506991b4,7/23/2023,Software Engineer,Cotiviti,Remote,,$77 500 - $120 000 a year,Full-time,
Java Engineer,https://indeed.com/viewjob?jk=50e57268b04f79da,7/25/2023,Software Engineer  Alternate Content Engineering,Disney,395 Santa Monica Pl  Santa Monica  CA 90401,,$77 500 - $120 000 a year,Full-time,                 
Java Engineer,https://indeed.com/viewjob?jk=fcf85d7b42dd0dda,7/25/2023,Software Engineer,Bamboo Health,Remote,,Estimated $116K - $147K a year,On call,Bamboo Health is a leader in cloud-based care coordination software and analytics solutions focused on patients with complex needs  including those suffering from physical health and mental health issues and substance use disorders. We deliver on a mission of enabling better care for patients across the continuum  and our software solutions help healthcare professionals collaborate on shared patients across the spectrum of care. We are seeking a driven and innovative Software Engineer to join our team and help us build and maintain solutions that grow our Health division. As a Software Engineer you will be challenged to work with a team in building  designing  and supporting applications that monitor the sale of products regulated by law and policy. You will have the opportunity to work with high volume applications relied on by some of the largest health systems and retailers in the nation. Distributed team  remote-first position. #LI-Remote OR #LI-Hybrid
Java Engineer,https://indeed.com/viewjob?jk=422af45983af0274,7/25/2023,Software Engineer  Payment Onboarding,Afterpay,San Francisco  CA,,Estimated $143K - $181K a year,Full-time,                    
Java Engineer,https://indeed.com/viewjob?jk=22e53d12f3fb65eb,7/25/2023,Software Engineer / Java Programmer – 2391,Elenchus Technologies,Annapolis Junction  MD,,Estimated $94.2K - $119K a year,Full-time,             
Java Engineer,https://indeed.com/viewjob?jk=07902806f5b1f7e7,7/23/2023,Senior Software Engineer,Zillow,Remote,,$152 500 - $243 500 a year,Full-time,
Java Engineer,https://indeed.com/viewjob?jk=c44a95653c237de5,7/25/2023,Sr Staff Software Engineer,ServiceNow,2225 Lawson Ln  Santa Clara  CA 95054,,$173 800 - $304 200 a year,Full-time, At ServiceNow  our technology makes the world work for everyone  and our people make it possible. We move fast because the world can’t wait  and we innovate in ways no one else can for our customers and communities. By joining ServiceNow  you are part of an ambitious team of change makers who have a restless curiosity and a drive for ingenuity. We know that your best work happens when you live your best life and share your unique talents  so we do everything we can to make that possible. We dream big together  supporting each other to make our individual and collective dreams come true. The future is ours  and it starts with you.With more than 7 700+ customers  we serve approximately 85% of the Fortune 500®  and we're proud to be one of FORTUNE 100 Best Companies to Work For® and World's Most Admired Companies™.Learn more on Life at Now blog and hear from our employees about their experiences working at ServiceNow.Unsure if you meet all the qualifications of a job description but are deeply excited about the role? We still encourage you to apply! At ServiceNow  we are committed to creating an inclusive environment where all voices are heard  valued  and respected. We welcome all candidates  including individuals from non-traditional  varied backgrounds  that might not come from a typical path connected to this role. We believe skills and experience are transferrable  and the desire to dream big makes for great candidates. FD21 For positions in the Bay Area  we offer a base pay of $173 800 - $304 200  plus equity (when applicable)  variable/incentive compensation and benefits. Sales positions generally offer a competitive On Target Earnings (OTE) incentive compensation structure. Please note that the base pay shown is a guideline  and individual total compensation will vary based on factors such as qualifications  skill level  competencies and work location. We also offer health plans  including flexible spending accounts  a 401(k) Plan with company match  ESPP  matching donations  a flexible time away plan and family leave programs (subject to eligibility requirements). Compensation is based on the geographic location in which the role is located  and is subject to change based on work location. ServiceNow is an Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race  color  creed  religion  sex  sexual orientation  national origin or nationality  ancestry  age  disability  gender identity or expression  marital status  veteran status or any other category protected by law.At ServiceNow  we lead with flexibility and trust in our distributed world of work. Click here to learn about our work personas: flexible  remote and required-in-office.If you require a reasonable accommodation to complete any part of the application process  or are limited in the ability or unable to access or use this online application process and need an alternative method for applying  you may contact us at talent.acquisition@servicenow.com for assistance.For positions requiring access to technical data subject to export control regulations  including Export Administration Regulations (EAR)  ServiceNow may have to obtain export licensing approval from the U.S. Government for certain individuals. All employment is contingent upon ServiceNow obtaining any export license or other approval that may be required by the U.S. Government.Please Note: Fraudulent job postings/job scams are increasingly common. Click here to learn what to watch out for and how to protect yourself. All genuine ServiceNow job postings can be found through the ServiceNow Careers site. From Fortune. © 2022 Fortune Media IP Limited All rights reserved. Used under license.Fortune and Fortune Media IP Limited are not affiliated with  and do not endorse products or services of  ServiceNow.
Java Engineer,https://indeed.com/viewjob?jk=fef7b8916c8f6277,7/23/2023,Java Software Engineer III,JPMorgan Chase & Co,Houston  TX 77002,,$173 800 - $304 200 a year,Full-time, We have an exciting and rewarding opportunity for you to take your software engineering career to the next level. As a Java Software Engineer III at JPMorgan Chase within Enterprise Technology  Engineering Platform and Experience team  you are an integral part of an agile team that works to enhance  build  and deliver trusted market-leading technology products in a secure  stable  and scalable way. Drive significant business impact through your capabilities and contributions  and apply deep technical expertise and problem-solving methodologies to tackle a diverse array of challenges that span multiple technologies and applications.
Java Engineer,https://indeed.com/viewjob?jk=58aa7d8e42fd5d5c,7/25/2023,Senior Software Engineer,John Deere,Milan  IL,Hybrid remote,$173 800 - $304 200 a year,Full-time,
Java Engineer,https://indeed.com/viewjob?jk=b34a84b7b2ce5ea2,7/23/2023,Sr. Software Engineer Remote,Prime Therapeutics,Remote,,,,  Our work matters. We help people get the medicine they need to feel better and live well. We do not lose sight of that. It fuels our passion and drives every decision we make.    Job Posting Title    Job Description    The Software Engineer Senior IT is responsible for designing  developing  testing  deploying and maintaining technology solutions. This position designs  develops  tests  deploys and maintains the continuous integration and continuous deployment pipeline for technology solutions.    Responsibilities    Minimum Qualifications    Additional Qualifications    Preferred Qualifications    Minimum Physical Job Requirements    Reporting Structure    
Java Engineer,https://indeed.com/viewjob?jk=09423cd366e8210a,7/25/2023,Sr Java Full Stack Engineer,Cognizant Technology Solutions,Minneapolis  MN 55401,,,,
Java Engineer,https://indeed.com/viewjob?jk=04e179170b94fe55,7/25/2023,Software Engineer CTJ - Poly,Microsoft,One Microsoft Way  Redmond  WA 98052,Hybrid remote,,, 
Java Engineer,https://indeed.com/viewjob?jk=b93b3f8995d16345,7/25/2023,Teamcenter Software Engineer  Senior,Booz Allen Hamilton,Arlington  VA 22202,Hybrid remote,,, Are you looking for an opportunity to not just develop software  but to build a system that will support a variety of clients in modernizing their approaches to the most complex problems they face and analyzing large and complex data sets? As a full-stack developer  you can solve a problem with a complete end-to-end solution in a fast-paced  Agile environment. Weâ€™re looking for a developer with the skills needed to build scalable Cloud-based web applications and infrastructure using modern technologies from vision to production-ready systems. This role is more than just coding. We need a full-stack developer who will use their passion to learn new tools and techniques to identify and implement system improvements. Using the .Net MVC Framework  C#  JavaScript  Angular  SQL Server  AWS  and a variety of other frameworks and technologies  youâ€™ll work with the development team to build applications ranging from rapid prototypes to enterprise-level service offerings for our clients. Youâ€™ll analyze the needs and the environment to make sure the solution youâ€™re developing considers the architecture and operating environment  as well as future functionality and enhancements. Join us as we build systems to change program management for the better. Empower change with us. Â·Â Â Â Â Â Â 7+ years of experience with object-oriented programming languages  including C#  Java  or Python Â·Â Â Â Â Â Â 5+ years of experience with Angular  JavaScript  HTML  and CSS Â·Â Â Â Â Â Â 2+ years of experience in developing with Teamcenter PLM Â·Â Â Â Â Â Â Experience with relational databases  including SQL server Â·Â Â Â Â Â Â Knowledge of Entity Framework  ASP.NET MVC  IIS  HTML  HTML5  SCSS  Bootstrap  Backbone  Marionette  TFS  or Git Â·Â Â Â Â Â Â Top Secret clearance Â·Â Â Â Â Â Â Bachelor's degree Â·Â Â Â Â Â Â Experience with gathering requirements Â·Â Â Â Â Â Â Experience with relational databases  including SQL server Â·Â Â Â Â Â Â Knowledge of client and server-side web technologies and protocols Â·Â Â Â Â Â Â Master's degree Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information; Top Secret clearance is required.ÂÂ Your growth matters to usâ€”thatâ€™s why we offer a variety of ways for you to develop your career. With professional and leadership development opportunities like upskilling programs  tuition reimbursement  mentoring  and firm-sponsored networking  you can chart a unique and fulfilling career path on your own terms.ÂÂ Diverse perspectives cultivate collective ingenuity. Booz Allenâ€™s culture of respect  equity  and opportunity means that  here  you are free to bring your whole self to work. With an array of business resource groups and other opportunities for connection  youâ€™ll develop your community in no time.ÂÂ Our comprehensive benefits package includes wellness programs with HSA contributions  paid holidays  paid parental leave  a generous 401(k) match  and more. With these benefits  plus the option for flexible schedules and remote and hybrid locations  weâ€™ll support you as you pursue a balanced  fulfilling lifeâ€”at work and at home.ÂÂ At Booz Allen  we know our people are what propel us forward  and we value relationships most of all. Here  weâ€™ve compiled a list of resources so youâ€™ll know what to expect as we forge a connection with you during your journey as a candidate with us. At Booz Allen  we celebrate your contributions  provide you with opportunities and choices  and support your total well-being. Our offerings include health  life  disability  financial  and retirement benefits  as well as paid leave  professional development  tuition assistance  work-life programs  and dependent care. Our recognition awards program acknowledges employees for exceptional performance and superior demonstration of our values. Full-time and part-time employees working at least 20 hours a week on a regular basis are eligible to participate in Booz Allenâ€™s benefit programs. Individuals that do not meet the threshold are only eligible for select offerings  not inclusive of health benefits. We encourage you to learn more about our total benefits by visiting the Resource page on our Careers site and reviewing Our Employee Benefits page. Our people-first culture prioritizes the benefits of flexibility and collaboration  whether that happens in person or remotely. Weâ€™re an equal employment opportunity/affirmative action employer that empowers our people to fearlessly drive change â€“ no matter their race  color  ethnicity  religion  sex (including pregnancy  childbirth  lactation  or related medical conditions)  national origin  ancestry  age  marital status  sexual orientation  gender identity and expression  disability  veteran status  military or uniformed service member status  genetic information  or any other status protected by applicable federal  state  local  or international law.
Java Engineer,https://indeed.com/viewjob?jk=059427ca5c3000da,7/25/2023,Principal Software Engineer,Global Payments (Beamery),Alpharetta  GA,,Estimated $135K - $171K a year,Full-time,MineralTree is searching for a passionate Principal Software Engineer (backend) who will assist with the design and development of enhancements to the MineralTree product.   
Java Engineer,https://indeed.com/viewjob?jk=fc6b7f90d6b6d5f5,7/25/2023,Software Engineer 2,Stellar Health,New York  NY,,Estimated $135K - $171K a year,Full-time, As a Software Engineer ll  you will develop core features of our healthcare platform. The Stellar Engineering Team offers an experienced and mature engineering culture  product development best practices  and an environment where every single engineer directly impacts our business's success. Every team member  regardless of seniority  has the opportunity to have a direct  measurable impact on the product. Our Problem Space team focuses on iterating quickly on features and products to determine what works best and drives business goals. We look for engineers who write clean  scalable code and contribute to our collaborative team culture. At Stellar  we believe in transparency and we do our best to make sure the company and our candidates are on the same page as it relates to compensation. In addition to posting salary ranges for our open roles  candidates should expect to be asked about compensation expectations and requirements early on in their interview process. Our goal is to highlight when expectations and Stellar's salary range may be out of sync  and work with the candidate to determine whether it makes sense to continue conversations. The salary range for this role is  and will be eligible for an . Where a new hire falls within this range will be based on their individual skills and experience  and how these competencies compare across other employees in the same role. Stellar's bands are designed to allow for individual compensation growth within the role. As such  new hires typically start at the lower end of the range. Stellar rewards performance and outcomes - should you join the company  you will have the opportunity to grow your salary over time. Stellar reserves the right to change our compensation bands at any time.
Java Engineer,https://indeed.com/viewjob?jk=69c4e1937147b661,7/25/2023,Software Engineer Manager (Remote),Home Depot / THD,Atlanta  GA 30301,Remote,Estimated $135K - $171K a year,Full-time,                                                                                                         
Java Engineer,https://indeed.com/viewjob?jk=219a77abc56ba55d,7/25/2023,Software Engineering AMTS,Salesforce,5 Wall St  Burlington  MA 01803,,,,
